tf,importance_mean,rank
ETV2,0.00011031960497982227,628
POU2AF1,0.0001091741737651098,629
GTF2I,0.00010895352542407043,630
GBX2,0.00010884562934120088,631
FOXO3,0.0001087045558705313,632
OTX2,0.00010826702711726325,633
PAX9,0.00010768945866315232,634
ID3,0.0001061479259898547,635
ZBTB7A,0.00010613788167850571,636
FHL2,0.00010610518080339358,637
NPM1,0.00010449559161946291,638
TFAP2A,0.00010371650142987522,639
KLF1,0.0001033663856097953,640
HES6,0.00010317573246469912,641
CEBPE,0.00010314153668023243,642
NEUROG2,0.00010228315243170293,643
FOSL1,0.00010169302405908336,644
ZBTB32,0.0001012697717326439,645
TCF7L1,0.00010113489943948521,646
AIRE,0.00010059070908658379,647
IKZF3,0.0001000025361973354,648
ZFP64,9.984801418867887e-05,649
NCOA3,9.94170921556457e-05,650
KDM2A,9.93021535199053e-05,651
KDM5C,9.844858132882192e-05,652
EMX2,9.84288420554411e-05,653
POU5F1,9.804972917681562e-05,654
ABL1,9.803369460204328e-05,655
SIRT1,9.728844975573779e-05,656
DNMT1,9.694189837178459e-05,657
HES5,9.676617268420766e-05,658
MNX1,9.50527246872794e-05,659
IKZF4,9.423202528992216e-05,660
BTG2,9.418280698097857e-05,661
NR1D1,9.3546951028468e-05,662
SON,9.279367405366484e-05,663
NFKBIB,9.113939561853896e-05,664
SOX6,8.981396831586608e-05,665
KLF10,8.968631865538114e-05,666
MSC,8.782247079156232e-05,667
POU2F2,8.765627724557996e-05,668
TFAM,8.70253611176188e-05,669
SRSF2,8.681573800720688e-05,670
KLF5,8.613846943138593e-05,671
OLIG2,8.60501613900486e-05,672
NFYB,8.556724703518712e-05,673
SF1,8.486685396057896e-05,674
HOXB5,8.461573174551604e-05,675
STOX1,8.460853915738825e-05,676
PRDM4,8.33191201030042e-05,677
FOXO4,8.298560116447685e-05,678
PURA,8.275369585912055e-05,679
SMAD3,8.233328347790285e-05,680
PAX5,8.202701724785601e-05,681
HOXB2,8.184305322215964e-05,682
SP7,8.166113792952525e-05,683
MYC,8.153722420563743e-05,684
SRF,8.095168885888322e-05,685
GFI1B,8.019296729578468e-05,686
DNMT3B,7.974494607162453e-05,687
RB1,7.940009059104864e-05,688
HIVEP3,7.886985158844448e-05,689
TFEB,7.802391710584695e-05,690
CTCF,7.800343665048166e-05,691
PROP1,7.76577970541301e-05,692
EWSR1,7.635273731450077e-05,693
NEUROG3,7.631607879403914e-05,694
NR4A2,7.628900887842367e-05,695
MEOX2,7.472072722842513e-05,696
VSX1,7.302646097838134e-05,697
MYOG,7.252488001775032e-05,698
KLF4,7.148070965518565e-05,699
ARID3A,7.144003810307967e-05,700
TBPL2,6.991060407541221e-05,701
NUPR1,6.937086694828547e-05,702
SNAI1,6.900809140378524e-05,703
ZFPM1,6.785694917901061e-05,704
NCOR2,6.760205273318813e-05,705
IRF8,6.64969775375005e-05,706
HOXC13,6.641215394154187e-05,707
BCL3,6.633504748413432e-05,708
TCF7L2,6.534130859503159e-05,709
GLI1,6.509850651286108e-05,710
HNF1B,6.362441150330231e-05,711
PBX1,6.319049327239348e-05,712
PBRM1,6.276648959680279e-05,713
THRA,6.24042476173062e-05,714
TFAP2D,6.098262560506169e-05,715
TSC22D1,6.084222052598334e-05,716
NR1H2,6.0676205201256906e-05,717
SALL3,6.005609726408929e-05,718
SOX9,6.0032505865562666e-05,719
TAF1,5.99410400192802e-05,720
SMARCC1,5.9801151716480185e-05,721
SP6,5.9614746305346564e-05,722
BCL6,5.948473415776679e-05,723
MTA2,5.850303831831921e-05,724
HOXD8,5.54050482926207e-05,725
GABPA,5.4426889805563924e-05,726
HEY1,5.4357957051681837e-05,727
ZFPM2,5.4322256965044105e-05,728
SP4,5.408047707116047e-05,729
LMX1A,5.402417825321622e-05,730
PDX1,5.2888637597340335e-05,731
NR1I3,5.210784801011993e-05,732
POU4F1,5.1704150966756835e-05,733
GATA2,5.127940505558675e-05,734
ZBED1,5.063881009141498e-05,735
DACH1,5.037607236066472e-05,736
KLF9,4.965669862661509e-05,737
MAFA,4.955294036704166e-05,738
SOX17,4.913056830527818e-05,739
FOXA1,4.891631703553573e-05,740
NR0B1,4.652039618408156e-05,741
BHLHE41,4.530915577542297e-05,742
LITAF,4.491836618612841e-05,743
IKZF1,4.4306874193033465e-05,744
NR2C2,4.346080587228326e-05,745
ZBTB14,4.2169185614208495e-05,746
MSX1,4.173122238860356e-05,747
BACH2,4.102096612365013e-05,748
NR1H4,3.87662676764852e-05,749
HNF4G,3.8638268910084364e-05,750
ZNF76,3.853719304440043e-05,751
NR2F6,3.827843957365627e-05,752
TOX3,3.807327957422951e-05,753
MXI1,3.729890309898995e-05,754
DLX1,3.7258250819494414e-05,755
NRL,3.6677326716490675e-05,756
NHLH2,3.625540676369699e-05,757
NFX1,3.604504750864487e-05,758
SATB1,3.5531595145997564e-05,759
RFX2,3.463048400559837e-05,760
SOX4,3.407052389741755e-05,761
HDAC9,3.3917256050733954e-05,762
POU1F1,3.134819716166248e-05,763
GFI1,2.9445936378506715e-05,764
GATA3,2.918207942304355e-05,765
NR6A1,2.48488728043085e-05,766
PPARGC1A,2.3827353966897714e-05,767
ZNF160,2.333708636739678e-05,768
NR1D2,2.119687373181023e-05,769
PKNOX1,1.929595491180113e-05,770
FOXN4,1.5415285029567393e-05,771
