drug,n_samples,pearson_r,spearman_r,rmse
am-251,87,0.18196064385962415,0.15991105926951957,0.14289382368910558
am-404,49,-0.2228780799340982,-0.1777551020408163,0.261094800941198
am-580,75,0.06935605886609277,0.035732574679943105,0.14149781128119662
ambazone,82,-0.10662086067655724,-0.10146820343705444,0.233611909551026
amfenac,88,0.18986667980308233,0.13661019337113875,0.15790405936728583
amg-208,87,0.22117644428219255,0.1834949332944521,0.29697298274011175
amg-232,91,0.4145460695415036,0.40525561395126614,0.20792851125107056
amg458,88,0.13646839975160022,-0.01382480363495474,0.17778502716608788
amg900,90,0.4564572743819487,0.4663209449726304,0.2330811613791717
aminoglutethimide,92,-0.013979458065255915,-0.07394157267777457,0.1834853628328381
aminopurvalanol-a,92,0.14703274260348229,0.2631351817887582,0.1714153583289691
amisulpride,79,0.0534415277535482,0.11063777994157742,0.19755386273250422
ammonium-lactate,82,-0.018370472925057908,-0.010872759330002937,0.2173465999155495
amonafide,89,0.21017918988171175,0.2345760980592442,0.27635456224982197
amoxicillin,82,0.15064845534804872,0.1268053242781424,0.16418366579807897
amprolium,74,0.12145945203346489,0.15560162902628655,0.2158914124929708
amsacrine,86,0.25149964611071995,0.25945563469974997,0.09006772665023331
anagrelide,81,0.1425771497393268,0.10378669867472669,0.12838013840559087
anastrozole,67,0.16700899884139356,0.18628781227552083,0.21773638962608494
anguidine,93,0.4235845573024498,0.4081794037778639,0.07839494518220864
anisomycin,94,0.26691984351499565,0.2153162590759672,0.07585247837476268
ap1903,73,0.2519361065090001,0.2356226089102802,0.23019486458575403
ap26113,89,0.18131815591202735,0.19581205311542396,0.2449909012939866
apatinib,90,0.13827737925497136,0.08708070955261965,0.19658968027643245
aphidicolin,76,0.160077726150635,0.28978810663021193,0.08291956351025172
ar-12,89,0.26067285873853835,0.17730677562138242,0.15155748333853616
ar-42,92,0.13987475902544927,0.19619931260884976,0.06435904951276049
arctigenin,92,0.07017827481101484,0.02912935591757471,0.1755977930214502
arcyriaflavin-a,89,0.26984184972786923,0.22247191011235956,0.20280701101536378
