drug,fisher_p,mean_HR,n_cohorts,pvals,fisher_padj
talazoparib,1.4951437230847908e-05,0.5511913050573138,3,"[np.float64(3.6828042183257516e-07), np.float64(0.7756176116760571), np.float64(0.35683033148714527)]",0.00013639996149731416
epothilone-b,1.4987970890167901e-05,0.31649083490804136,3,"[np.float64(0.0011765485477464768), np.float64(0.0018170936586864863), np.float64(0.047808008776818164)]",0.00013639996149731416
azd5438,1.5592284008825175e-05,0.13774558612523632,3,"[np.float64(1.1247835299296982e-06), np.float64(0.14252570343530788), np.float64(0.6667476021879708)]",0.00014101271850481265
azd5363,1.5707799901232278e-05,0.461978185886357,3,"[np.float64(0.008354465223201817), np.float64(0.0001869991836682716), np.float64(0.06899145105033035)]",0.00014117507116200687
mepivacaine,1.756069698921614e-05,1.5633004743825933,3,"[np.float64(0.002065038966313974), np.float64(9.530334100180877e-05), np.float64(0.6214180398910223)]",0.0001560605234170205
sulfasalazine,1.7579727240479848e-05,0.6240311996396533,3,"[np.float64(0.001338579154100157), np.float64(0.0002910314747414375), np.float64(0.31431812172596224)]",0.0001560605234170205
rubitecan,1.8286282727264513e-05,0.6158126986747114,3,"[np.float64(5.765575057507542e-07), np.float64(0.29115535428531625), np.float64(0.7627607861866992)]",0.00016134299455092529
gsk461364,1.851490678039802e-05,0.4838587645398808,3,"[np.float64(0.0005599620974639504), np.float64(0.0034797979352319277), np.float64(0.06664420566059621)]",0.0001623701218862784
tipranavir,1.8755446979046297e-05,0.6212556434268354,3,"[np.float64(6.117014229745291e-07), np.float64(0.3975595968661587), np.float64(0.5418651651696187)]",0.00016348874565469873
albendazole,1.91450705003815e-05,0.4419754875840547,3,"[np.float64(1.5481798494629375e-05), np.float64(0.0716369556706971), np.float64(0.12161955015614047)]",0.00016588573062306606
rita,1.928527565397964e-05,0.6083802599302411,3,"[np.float64(1.9159890410093995e-05), np.float64(0.022365609706683314), np.float64(0.317382615341695)]",0.00016610591590064604
colchicine,1.9520035169695582e-05,0.3478222750348472,3,"[np.float64(0.0017427390833811578), np.float64(0.0007804451956018738), np.float64(0.10137805160911259)]",0.00016713308219260065
bms-690514,2.2777563967069092e-05,1.617366034233212,3,"[np.float64(3.3637192725846265e-05), np.float64(0.006394760356666918), np.float64(0.7637972743691024)]",0.00019387726506087634
tame,2.3280812066373002e-05,0.4085701775325837,3,"[np.float64(5.845607102764011e-05), np.float64(0.07869751282666732), np.float64(0.036611397675618065)]",0.00019700195941544876
lonafarnib,2.345043075846487e-05,0.5513918200923916,3,"[np.float64(0.0025857142283462137), np.float64(0.0002666073375336946), np.float64(0.24634135812273766)]",0.00019728356574127132
lanatoside-c,2.6061092308182765e-05,0.44347632317384056,3,"[np.float64(6.169708898163185e-07), np.float64(0.3502422777863293), np.float64(0.8861004549075985)]",0.00021797919404589863
roquinimex,2.7121127851970073e-05,0.6213671599069693,3,"[np.float64(2.366070595241376e-06), np.float64(0.10299067748935964), np.float64(0.8222292557359298)]",0.0002255417931137971
pu-h71,2.9458006486460242e-05,0.11996405063865294,3,"[np.float64(1.1430402217339212e-05), np.float64(0.06914704615779133), np.float64(0.2785169878559868)]",0.00024357563077661697
raf265,3.065663683621267e-05,0.42246353584041496,3,"[np.float64(3.543910669478873e-05), np.float64(0.04626088091963566), np.float64(0.14051492709804936)]",0.00025204632671590755
s26948,3.133960532020197e-05,1.56386547227002,3,"[np.float64(2.0473212246202714e-06), np.float64(0.43790130642338176), np.float64(0.2634882179979019)]",0.00025476363833623324
mubritinib,3.150840072818628e-05,0.20534314764653724,3,"[np.float64(0.2651133625760067), np.float64(1.2594519437813571e-05), np.float64(0.07118179460788067)]",0.00025476363833623324
gsk1292263,3.1515336048504317e-05,0.4640991055888987,3,"[np.float64(8.72681003049823e-06), np.float64(0.06794061030180513), np.float64(0.40096468494755944)]",0.00025476363833623324
streptozotocin,3.358322565927274e-05,0.7197502711737929,3,"[np.float64(1.5268206498861203e-05), np.float64(0.01817541733320727), np.float64(0.9210546912836445)]",0.0002699718196053759
tedizolid,3.397009457650757e-05,0.39067150181069266,3,"[np.float64(5.991945227660986e-05), np.float64(0.014122496556058167), np.float64(0.3060213759654757)]",0.0002706208975564966
lurasidone,3.403801199397538e-05,0.6666031668846405,3,"[np.float64(9.209062040576574e-07), np.float64(0.3371348925578846), np.float64(0.8359905028134549)]",0.0002706208975564966
eprosartan,3.5493143071385624e-05,0.388548196230358,3,"[np.float64(0.0016671962770950207), np.float64(0.001802084238352971), np.float64(0.09061478624443133)]",0.00028064796734587427
azd7762,3.9990426929037426e-05,0.4208882081718799,3,"[np.float64(1.326114952820284e-06), np.float64(0.38980980498917017), np.float64(0.6035067642654575)]",0.0003144899335125932
vu0361737,4.1804201119211015e-05,0.7909984122439814,3,"[np.float64(4.951454855151449e-07), np.float64(0.7686254072819787), np.float64(0.8623447339653563)]",0.00032697664334863964
difluprednate,4.301450848964716e-05,0.7031741323592732,3,"[np.float64(7.291183921719642e-06), np.float64(0.04935031451524148), np.float64(0.9423435661485678)]",0.00033463437518558843
tyrphostin-a9,5.0411772153702294e-05,0.4305143519952524,3,"[np.float64(0.006040045888017066), np.float64(7.532510366366844e-05), np.float64(0.8936599601465716)]",0.00039008467543533273
iododexetimide,5.209765257174759e-05,0.5428598334664045,3,"[np.float64(9.684556618378004e-06), np.float64(0.5359021129087311), np.float64(0.08134852556268572)]",0.00040098565569850403
pf-04217903,5.301217933373348e-05,1.2627200353463417,3,"[np.float64(6.962661136280867e-07), np.float64(0.8075008721032552), np.float64(0.7660460613293506)]",0.000405865732782605
avn-944,5.330310748097311e-05,0.4155935001826846,3,"[np.float64(9.719475216713878e-07), np.float64(0.9707005613752842), np.float64(0.45937613918690967)]",0.0004059452448682531
amoxicillin,5.5144205471924224e-05,2.2994935836988994,3,"[np.float64(0.0005328400137921222), np.float64(0.004038822792463412), np.float64(0.20938509807869443)]",0.0004177678812454155
letrozole,5.937739319750168e-05,0.553738137415292,3,"[np.float64(9.39720715485552e-06), np.float64(0.21344910378700102), np.float64(0.24453289084036545)]",0.0004469806374832177
bisacodyl,5.961801177212234e-05,0.42367478276254705,3,"[np.float64(0.0004134809194156437), np.float64(0.010984033527168969), np.float64(0.10849954975392319)]",0.0004469806374832177
thiomersal,6.431894455360965e-05,0.20497824218462232,3,"[np.float64(0.00011507962639608265), np.float64(0.009741023152088772), np.float64(0.47959084927236506)]",0.0004797397565416142
bay-87-2243,6.726319074690235e-05,0.2694037251897956,3,"[np.float64(0.08422989297968501), np.float64(0.000653726980400464), np.float64(0.010278621418248446)]",0.0004991273692859882
torasemide,7.35772619934183e-05,0.5602279751134741,3,"[np.float64(0.0001354304948234833), np.float64(0.02357354706403735), np.float64(0.19653452816300887)]",0.0005431953984922259
cetrimonium,7.498906992942089e-05,0.1358804950817553,3,"[np.float64(0.001647891471230711), np.float64(0.0033652430423992546), np.float64(0.1156451580541782)]",0.0005508080415628022
pi-828,7.670309945750908e-05,0.8606998940595867,3,"[np.float64(9.419101567292243e-06), np.float64(0.08206232287501941), np.float64(0.8515471900814059)]",0.0005605524490657355
hmn-214,7.75644315710311e-05,0.3530497468647233,3,"[np.float64(0.0008066439687857469), np.float64(0.0011835168824319807), np.float64(0.6983691093168786)]",0.0005639986556948844
harringtonine,7.800321629825024e-05,0.5522826916175937,3,"[np.float64(1.1306339615609944e-06), np.float64(0.7112980773871578), np.float64(0.8344233930391853)]",0.0005643532699178405
mefexamide,8.052477831754778e-05,0.3402110425685264,3,"[np.float64(0.010391926373163553), np.float64(0.00022226375115286262), np.float64(0.3013673341329718)]",0.0005796982797288141
indirubin,8.093780979157028e-05,3.876098665030831,3,"[np.float64(2.5919920865974132e-05), np.float64(0.04639740413516849), np.float64(0.5822252685148428)]",0.000579787182021793
oxiracetam,8.214269502970772e-05,0.3863833558721943,3,"[np.float64(3.4374070418508793e-06), np.float64(0.7507812598377472), np.float64(0.2759698954072193)]",0.0005855196044728427
nadifloxacin,8.733989610176796e-05,0.6891858808318482,3,"[np.float64(0.00015642759291097859), np.float64(0.005963472549265076), np.float64(0.8193671394327239)]",0.0006180743858254466
indiplon,8.756409750809713e-05,1.1563322051859384,3,"[np.float64(0.0004247501812834041), np.float64(0.0046396264963326815), np.float64(0.3890068894400148)]",0.0006180743858254466
idazoxan,8.799658412084188e-05,1.6840173582471745,3,"[np.float64(6.577696532095326e-05), np.float64(0.012249921112061322), np.float64(0.9568240077486218)]",0.0006181119282663019
bexarotene,8.948721159651729e-05,0.14700689512770235,3,"[np.float64(0.00016383599145648015), np.float64(0.04550746043772646), np.float64(0.10542739163768687)]",0.0006255458704355581
d-7193,9.085624678994986e-05,0.7394657672401249,3,"[np.float64(5.148458806751788e-06), np.float64(0.21879297204291312), np.float64(0.7101240154744938)]",0.0006320624476204684
doxifluridine,9.292577954778114e-05,0.34190717602966614,3,"[np.float64(2.6007789885568032e-05), np.float64(0.22895930190494268), np.float64(0.1378664880417546)]",0.0006433665215580828
dapivirine,9.546889153666527e-05,0.47095732272783203,3,"[np.float64(1.4764121531393967e-05), np.float64(0.08308255143464402), np.float64(0.690436604508774)]",0.000657826124064546
nsc-319726,9.726700130918697e-05,0.4907396672519284,3,"[np.float64(7.462418044322523e-05), np.float64(0.028408337438084255), np.float64(0.4081902334637948)]",0.0006670395776985475
hyodeoxycholic-acid,0.00010150331768987719,0.5004084462704337,3,"[np.float64(0.00033073440440744504), np.float64(0.022953776859512935), np.float64(0.11973387963716348)]",0.0006928080221568504
obatoclax,0.00010237989599137798,0.5656264670132841,3,"[np.float64(1.260863223894384e-05), np.float64(0.08473956486776499), np.float64(0.8592242909539618)]",0.0006955103732372015
bvd-523,0.00010508688347521389,0.795589629035196,3,"[np.float64(3.189633175972017e-05), np.float64(0.4674732269759291), np.float64(0.06345225686207982)]",0.0007105641139655817
napabucasin,0.00010631160619067881,0.32717045348999924,3,"[np.float64(0.00041880513415885087), np.float64(0.020421848491321164), np.float64(0.11211093076809608)]",0.000715501833292615
bgt226,0.00010922831724768933,0.14769532457681597,3,"[np.float64(0.00017359883759711297), np.float64(0.04696391520366081), np.float64(0.12134435168132039)]",0.0007317285882287337
trametinib,0.00011206715564204828,1.2187950430475059,3,"[np.float64(4.844219645626288e-06), np.float64(0.35505480378750376), np.float64(0.5924954197422938)]",0.0007472865171154094
piperine,0.00011405274655074127,0.4229640157928985,3,"[np.float64(2.3558914017163507e-05), np.float64(0.30583791409891703), np.float64(0.14433504462743116)]",0.0007558722321364249
m-344,0.00011439946015057156,0.2113361038869906,3,"[np.float64(0.0002954164222775921), np.float64(0.02010239038017887), np.float64(0.17573552629135616)]",0.0007558722321364249
piretanide,0.0001152537098542128,0.5926144270351477,3,"[np.float64(9.168094528791684e-06), np.float64(0.25934172314846204), np.float64(0.44271554995140694)]",0.0007580550825411178
sb-366791,0.00012280239159290218,1.440568980097583,3,"[np.float64(7.533997278758529e-06), np.float64(0.19770259566784354), np.float64(0.7604958747761417)]",0.0008040500481218527
gastrodin,0.00012435998155635453,0.5086529926693005,3,"[np.float64(0.0036029161349637857), np.float64(0.0017709063505568533), np.float64(0.18014296017687928)]",0.0008105806005047071
zardaverine,0.0001279468032233666,0.38036530282275915,3,"[np.float64(2.1095619936230047e-05), np.float64(0.1123266551558463), np.float64(0.5012808598246598)]",0.0008302198397498272
way-600,0.00013027054415015726,0.635471019528665,3,"[np.float64(2.8971810966112694e-06), np.float64(0.6079656865649575), np.float64(0.6885717208235517)]",0.0008415244526128463
pralatrexate,0.00013497784773408572,0.5656059027211641,3,"[np.float64(3.8321758533863655e-06), np.float64(0.5476292275605992), np.float64(0.6021733542180333)]",0.0008680575363165424
abt-751,0.00013634697730779965,0.3821366985066666,3,"[np.float64(4.0215555920738995e-05), np.float64(0.046784905096148216), np.float64(0.6795635145769117)]",0.0008700304551990648
triamterene,0.00013648715503122855,1.802994763496836,3,"[np.float64(0.002507625195278567), np.float64(0.0006934174678117464), np.float64(0.7361890808580707)]",0.0008700304551990648
chicago-sky-blue-6b,0.00013769443447797514,1.8133742657477576,3,"[np.float64(5.4210266163476036e-05), np.float64(0.08326513166330164), np.float64(0.28650499829095555)]",0.0008720378828921191
gdc-0879,0.00013800737745839342,1.3060418303576828,3,"[np.float64(4.4143534961560944e-05), np.float64(0.07286025113421409), np.float64(0.40314496096811014)]",0.0008720378828921191
oxymatrine,0.00013876712583638096,0.43153824670978574,3,"[np.float64(0.00040310296348662557), np.float64(0.04782350039444495), np.float64(0.06768988355412286)]",0.0008730262221097533
5-hydroxymethyl-tolterodine,0.0001457190699885036,0.4995354203536163,3,"[np.float64(1.6787910877207476e-05), np.float64(0.24416401446079572), np.float64(0.3369031855298259)]",0.0009127943475037433
camptothecin,0.00014707469233410375,0.606324515508343,3,"[np.float64(0.000472957802906756), np.float64(0.01334002165114033), np.float64(0.22124151181976884)]",0.000917314999170035
penfluridol,0.00014799740809201545,0.2972368709593704,3,"[np.float64(1.1106010991574233e-05), np.float64(0.15506555744732367), np.float64(0.8164342342721176)]",0.0009191083669920445
dehydrocholate-acid,0.00015556204125610762,0.5748302355081804,3,"[np.float64(0.00036325551214867096), np.float64(0.012575401344986593), np.float64(0.3261143192276453)]",0.0009619584346050758
evodiamine,0.00015763278349101295,0.7219238327643018,3,"[np.float64(4.093352075681069e-06), np.float64(0.7020237733328643), np.float64(0.5264248295560818)]",0.0009706154796233861
nocodazole,0.00015892402396333605,0.4161664930644555,3,"[np.float64(3.5479588598070034e-05), np.float64(0.06412023916222484), np.float64(0.6712819940377841)]",0.0009744197570972342
dioscin,0.00016590419295692271,0.2664507506292494,3,"[np.float64(0.00014918261016785963), np.float64(0.1206811462983354), np.float64(0.08916428408159842)]",0.0010123786624815182
bardoxolone-methyl,0.0001665142513272988,0.2865509119389609,3,"[np.float64(0.0038734243639657103), np.float64(0.0015581466287588929), np.float64(0.2671136602065456)]",0.0010123786624815182
tak-715,0.00017376318435990967,0.7132398537746412,3,"[np.float64(2.844003146712994e-06), np.float64(0.7892710661969137), np.float64(0.7546378522295331)]",0.0010520306601204575
sb-242235,0.00018565809745429984,0.41550930108792916,3,"[np.float64(0.0015017471605549822), np.float64(0.045516445884101746), np.float64(0.026764181315564645)]",0.0011184292815463687
mrs-1220,0.00018627605864041108,0.6751083795608064,3,"[np.float64(0.00010829451068625395), np.float64(0.022000573998148296), np.float64(0.770826889976908)]",0.0011184292815463687
ppt,0.00020461062968812893,0.5119050791697386,3,"[np.float64(9.974590595132537e-05), np.float64(0.15159511579767723), np.float64(0.13547497039377246)]",0.0012234362857798452
sb-228357,0.000208567143708982,0.616204477482465,3,"[np.float64(0.001004634216665115), np.float64(0.00310067117578522), np.float64(0.6724525110438678)]",0.0012419615512217982
gossypol,0.0002103069046250905,0.5286827217257181,3,"[np.float64(8.758219477739229e-06), np.float64(0.38526482308665855), np.float64(0.6268331831188237)]",0.0012471888975102703
pf-477736,0.00021270045746279997,0.6744871651391359,3,"[np.float64(5.4063341261209094e-06), np.float64(0.43039000758456036), np.float64(0.9210586741959405)]",0.0012562349467292718
jk-184,0.00021783267240516047,0.45235320772621596,3,"[np.float64(1.49838246594507e-05), np.float64(0.20135574279758925), np.float64(0.7303487024613822)]",0.0012813165730498667
gdc-0349,0.00022812874427835528,0.37158914985000396,3,"[np.float64(1.605023441279105e-05), np.float64(0.21415898640365488), np.float64(0.6765185821584081)]",0.0013349785438265403
jte-607,0.00022880074559017416,0.6935633088000852,3,"[np.float64(0.003954448081713552), np.float64(0.0009230491238515507), np.float64(0.6392582124521469)]",0.0013349785438265403
nsc-663284,0.0002366323263024439,0.5375994643130276,3,"[np.float64(2.3482051425252155e-05), np.float64(0.1252016487113161), np.float64(0.825447710241126)]",0.0013751284183117925
